2.558754748,-2.266055363,1.394426315
2.76315767,-3.16505043,1.039431274
2.988185003,-2.879931584,0.456551989
3.076189042,0.493610901,0.18061922
2.937585454,3.258897666,0.604057551
2.707631422,2.900907653,1.151465296
2.514081547,2.218709801,1.457887772
2.324817265,2.467676984,1.69915572
2.112144653,2.176672086,1.8211492
1.914348539,1.756797969,1.790403842
1.723044283,1.817479554,1.704822073
1.513575497,1.550741336,1.517126416
1.313462997,1.201393458,1.266193687
1.123625908,1.197896896,1.01211488
0.913855665,0.940438814,0.724287494
0.711102613,0.6202165,0.467629655
0.528237093,0.590259696,0.262806757
0.310081439,0.335223072,0.092027629
0.105300958,0.02712502,0.015288252
0.085065513,-0.010162151,0.011258945
0.270427219,-0.267759614,0.071537143
0.49513356,-0.574315765,0.23042732
0.680120931,-0.603780358,0.431004307
0.877881263,-0.869667127,0.676503517
1.089891045,-1.184937339,0.965747995
1.281843158,-1.187423215,1.224529233
1.478348488,-1.471428852,1.476033747
1.688855352,-1.811282583,1.681852235
1.882908485,-1.749199916,1.779640408
2.077069544,-2.075920429,1.823186387
2.289901145,-2.479562253,1.732587891
2.483905308,-2.231434942,1.499987367
2.671818688,-2.714910456,1.216781141
2.899925845,-3.384332334,0.708060047
3.067382315,-1.142861451,0.209269693
3.017707667,2.490705216,0.366617595
2.802283265,3.307652667,0.952494947
2.589813653,2.349380683,1.348872964
2.407136202,2.353269868,1.603200719
2.201067595,2.392879624,1.794092848
1.99361562,1.861221819,1.812832649
1.804576339,1.783438512,1.748382677
1.60181509,1.723517992,1.609411157
1.393815755,1.297858877,1.37081808
1.203940517,1.19244308,1.120960558
1.003202861,1.096451588,0.84598416
0.791616106,0.712968098,0.565815817
0.605271241,0.596878003,0.345124831
0.406575404,0.484944819,0.155035333
0.177813212,0.117794052,0.034612295
0.063452653,0,0.007575758
0.177813212,-0.117794052,0.034612295
0.406575404,-0.484944819,0.155035333
0.605271241,-0.596878003,0.345124831
0.791616106,-0.712968098,0.565815817
1.003202861,-1.096451588,0.84598416
1.203940517,-1.19244308,1.120960558
1.393815755,-1.297858877,1.37081808
1.60181509,-1.723517992,1.609411157
1.804576339,-1.783438512,1.748382677
1.99361562,-1.861221819,1.812832649
2.201067595,-2.392879624,1.794092848
2.407136202,-2.353269868,1.603200719
2.589813653,-2.349380683,1.348872964
2.802283265,-3.307652667,0.952494947
3.017707667,-2.490705216,0.366617595
3.067382315,1.142861451,0.209269693
2.899925845,3.384332334,0.708060047
2.671818688,2.714910456,1.216781141
2.483905308,2.231434942,1.499987367
2.289901145,2.479562253,1.732587891
2.077069544,2.075920429,1.823186387
1.882908485,1.749199916,1.779640408
1.688855352,1.811282583,1.681852235
1.478348488,1.471428852,1.476033747
1.281843158,1.187423215,1.224529233
1.089891045,1.184937339,0.965747995
0.877881263,0.869667127,0.676503517
0.680120931,0.603780358,0.431004307
0.49513356,0.574315765,0.23042732
0.270427219,0.267759614,0.071537143
0.085065513,0.010162151,0.011258945
0.105300958,-0.02712502,0.015288252
0.310081439,-0.335223072,0.092027629
0.528237093,-0.590259696,0.262806757
0.711102613,-0.6202165,0.467629655
0.913855665,-0.940438814,0.724287494
1.123625908,-1.197896896,1.01211488
1.313462997,-1.201393458,1.266193687
1.513575497,-1.550741336,1.517126416
1.723044283,-1.817479554,1.704822073
1.914348539,-1.756797969,1.790403842
2.112144653,-2.176672086,1.8211492
2.324817265,-2.467676984,1.69915572
2.514081547,-2.218709801,1.457887772
2.707631422,-2.900907653,1.151465296
2.937585454,-3.258897666,0.604057551
3.076189042,-0.493610901,0.18061922
2.988185003,2.879931584,0.456551989
2.76315767,3.16505043,1.039431274
2.558754748,2.266055363,1.394426315
